HBVX 2009 Version 3.8: HBV model. Coding by: N. Kayastha, D.L Shrestha and D. P. Solomatine, 2007
12-6-2014 7:06:40
Name of Catchment: Brue
Output to file: C:\Users\gco\Dropbox\HI2013\Courses given\Uncertainty Analysis\FilestoGive\output.asc
State variable to file: C:\Users\gco\Dropbox\HI2013\Courses given\Uncertainty Analysis\FilestoGive\state.asc
Input calibration(CAL) file: C:\Users\gco\Dropbox\HI2013\Courses given\Uncertainty Analysis\FilestoGive\caldata.cal  (1000 time points)
Input initial condition(INI) file: C:\Users\gco\Dropbox\HI2013\Courses given\Uncertainty Analysis\FilestoGive\init.ini
Input parameter(PIN) file: C:\Users\gco\Dropbox\HI2013\Courses given\Uncertainty Analysis\FilestoGive\g.pin  with values:
           138.9100,           0.4973,           1.4056,           2.2471,           0.0016,           0.0037,           0.1454,           0.0358,          10.5840,           0.0000,           0.0000,           0.0000,           0.0000, 
Calculated error value(s), excluding initial warmup period of 100 Time steps:-
  (2) Coefficient of efficiency               :        0,9362
  (3) Weighted root mean squared error        :        1,1139
  (10) RMSE of LOW flow events                 :        0,4599
  (11) RMSE of PEAK flow events                :        4,7800

Time step 1 corresponds to starting date(YYYYMMDDHH)1994120720 
Time,Rainfall,     Snowfall,    ActualET,    Qrec,        Qcomp,       SurfaceFlow,  Baseflow
   859,     0.01100,      0.00000,     0.09310,     2.12470,     2.74835,     0.00000,     2.74835
   860,     0.00000,      0.00000,     0.06080,     2.11200,     2.73943,     0.00000,     2.73943
   861,     0.00000,      0.00000,     0.00280,     2.09560,     2.73057,     0.00000,     2.73057
   862,     0.00000,      0.00000,     0.00000,     2.07780,     2.72162,     0.00000,     2.72162
   863,     0.00000,      0.00000,     0.00000,     2.07060,     2.71252,     0.00000,     2.71252
   864,     0.00000,      0.00000,     0.00000,     2.05620,     2.70324,     0.00000,     2.70324
   865,     0.00000,      0.00000,     0.00000,     2.05160,     2.69372,     0.00000,     2.69372
   866,     0.00000,      0.00000,     0.00000,     2.04480,     2.68405,     0.00000,     2.68405
   867,     0.00000,      0.00000,     0.00000,     2.03600,     2.67431,     0.00000,     2.67431
   868,     0.00000,      0.00000,     0.00000,     2.03490,     2.66455,     0.00000,     2.66455
   869,     0.00000,      0.00000,     0.00000,     2.02700,     2.65479,     0.00000,     2.65479
   870,     0.00000,      0.00000,     0.00000,     2.02140,     2.64505,     0.00000,     2.64505
   871,     0.00000,      0.00000,     0.00000,     2.01800,     2.63535,     0.00000,     2.63535
   872,     0.00000,      0.00000,     0.00000,     2.01800,     2.62569,     0.00000,     2.62569
   873,     0.00000,      0.00000,     0.00110,     2.01800,     2.61606,     0.00000,     2.61606
   874,     0.00000,      0.00000,     0.00030,     2.01680,     2.60647,     0.00000,     2.60647
   875,     0.00000,      0.00000,     0.00000,     2.00240,     2.59691,     0.00000,     2.59691
   876,     0.00800,      0.00000,     0.00130,     1.99020,     2.58740,     0.00000,     2.58740
   877,     0.01200,      0.00000,     0.00000,     1.98110,     2.57797,     0.00000,     2.57797
   878,     0.00100,      0.00000,     0.00360,     1.98000,     2.56865,     0.00000,     2.56865
   879,     0.00400,      0.00000,     0.01770,     1.97890,     2.55943,     0.00000,     2.55943
   880,     0.00000,      0.00000,     0.03890,     1.97100,     2.55033,     0.00000,     2.55033
   881,     0.00000,      0.00000,     0.06530,     1.97100,     2.54133,     0.00000,     2.54133
   882,     0.00000,      0.00000,     0.04120,     1.97890,     2.53237,     0.00000,     2.53237
   883,     0.00000,      0.00000,     0.03100,     1.98000,     2.52338,     0.00000,     2.52338
   884,     0.00000,      0.00000,     0.02930,     1.97660,     2.51436,     0.00000,     2.51436
   885,     0.00000,      0.00000,     0.01030,     1.97100,     2.50530,     0.00000,     2.50530
   886,     0.00000,      0.00000,     0.00560,     1.96730,     2.49619,     0.00000,     2.49619
   887,     0.00000,      0.00000,     0.00180,     1.96100,     2.48706,     0.00000,     2.48706
   888,     0.06700,      0.00000,     0.00060,     1.96100,     2.47809,     0.00000,     2.47809
   889,     0.05100,      0.00000,     0.00070,     1.96100,     2.46954,     0.00000,     2.46954
   890,     0.04400,      0.00000,     0.00000,     1.96100,     2.46160,     0.00000,     2.46160
   891,     0.00800,      0.00000,     0.00000,     1.96720,     2.45438,     0.00000,     2.45438
   892,     0.00800,      0.00000,     0.00000,     1.97100,     2.44791,     0.00000,     2.44791
   893,     0.00000,      0.00000,     0.00000,     1.96230,     2.44205,     0.00000,     2.44205
   894,     0.00000,      0.00000,     0.00000,     1.95760,     2.43630,     0.00000,     2.43630
   895,     0.00000,      0.00000,     0.00480,     1.94410,     2.43023,     0.00000,     2.43023
   896,     0.00000,      0.00000,     0.00840,     1.94300,     2.42356,     0.00000,     2.42356
   897,     0.00400,      0.00000,     0.00630,     1.94300,     2.41622,     0.00000,     2.41622
   898,     0.00100,      0.00000,     0.00780,     1.94300,     2.40822,     0.00000,     2.40822
   899,     0.00000,      0.00000,     0.00830,     1.93960,     2.39978,     0.00000,     2.39978
   900,     0.00800,      0.00000,     0.01150,     1.93400,     2.39113,     0.00000,     2.39113
   901,     0.00000,      0.00000,     0.00980,     1.93740,     2.38247,     0.00000,     2.38247
   902,     0.00000,      0.00000,     0.01240,     1.94300,     2.37385,     0.00000,     2.37385
   903,     0.00000,      0.00000,     0.02890,     1.94300,     2.36527,     0.00000,     2.36527
   904,     0.00000,      0.00000,     0.05620,     1.93960,     2.35674,     0.00000,     2.35674
   905,     0.00000,      0.00000,     0.07360,     1.92770,     2.34824,     0.00000,     2.34824
   906,     0.00000,      0.00000,     0.06760,     1.92400,     2.33974,     0.00000,     2.33974
   907,     0.00000,      0.00000,     0.06220,     1.92650,     2.33124,     0.00000,     2.33124
   908,     0.00000,      0.00000,     0.04530,     1.92650,     2.32275,     0.00000,     2.32275
   909,     0.01600,      0.00000,     0.02500,     1.93100,     2.31429,     0.00000,     2.31429
   910,     0.00000,      0.00000,     0.00970,     1.95000,     2.30590,     0.00000,     2.30590
   911,     0.00000,      0.00000,     0.00850,     1.92400,     2.29759,     0.00000,     2.29759
   912,     0.00000,      0.00000,     0.00970,     1.91840,     2.28937,     0.00000,     2.28937
   913,     0.00000,      0.00000,     0.00880,     1.91610,     2.28125,     0.00000,     2.28125
   914,     0.00000,      0.00000,     0.00510,     1.91600,     2.27318,     0.00000,     2.27318
   915,     0.00000,      0.00000,     0.00640,     1.88020,     2.26509,     0.00000,     2.26509
   916,     0.00000,      0.00000,     0.00790,     1.88590,     2.25697,     0.00000,     2.25697
   917,     0.01500,      0.00000,     0.01130,     1.87910,     2.24884,     0.00000,     2.24884
   918,     0.10200,      0.00000,     0.00620,     1.87460,     2.24096,     0.00000,     2.24096
   919,     0.11400,      0.00000,     0.00270,     1.86900,     2.23378,     0.00000,     2.23378
   920,     0.22700,      0.00000,     0.00200,     1.86020,     2.22794,     0.00000,     2.22794
   921,     0.09900,      0.00000,     0.00130,     1.85340,     2.22415,     0.00000,     2.22415
   922,     0.00100,      0.00000,     0.00140,     1.84890,     2.22271,     0.00000,     2.22271
   923,     0.00800,      0.00000,     0.00040,     1.84100,     2.22333,     0.00001,     2.22332
   924,     0.00000,      0.00000,     0.00350,     1.84100,     2.22515,     0.00001,     2.22514
   925,     0.02300,      0.00000,     0.00070,     1.84100,     2.22714,     0.00001,     2.22713
   926,     0.00000,      0.00000,     0.00710,     1.84100,     2.22795,     0.00001,     2.22794
   927,     0.00000,      0.00000,     0.01430,     1.84100,     2.22657,     0.00001,     2.22656
   928,     0.00000,      0.00000,     0.02460,     1.84100,     2.22302,     0.00000,     2.22301
   929,     0.00000,      0.00000,     0.03510,     1.84100,     2.21764,     0.00000,     2.21764
   930,     0.00000,      0.00000,     0.03700,     1.83310,     2.21089,     0.00000,     2.21089
   931,     0.00400,      0.00000,     0.04730,     1.83760,     2.20332,     0.00000,     2.20332
   932,     0.00000,      0.00000,     0.04140,     1.84100,     2.19556,     0.00000,     2.19556
   933,     0.00000,      0.00000,     0.02250,     1.84100,     2.18772,     0.00000,     2.18772
   934,     0.00000,      0.00000,     0.01790,     1.84100,     2.17982,     0.00000,     2.17982
   935,     0.00000,      0.00000,     0.01490,     1.83990,     2.17187,     0.00000,     2.17187
   936,     0.00000,      0.00000,     0.01550,     1.83200,     2.16395,     0.00000,     2.16395
   937,     0.02900,      0.00000,     0.01060,     1.83200,     2.15610,     0.00000,     2.15610
   938,     0.00000,      0.00000,     0.01470,     1.83200,     2.14839,     0.00000,     2.14839
   939,     0.14100,      0.00000,     0.00710,     1.82410,     2.14111,     0.00000,     2.14111
   940,     0.01900,      0.00000,     0.00760,     1.82300,     2.13461,     0.00000,     2.13461
   941,     0.03000,      0.00000,     0.00830,     1.82300,     2.12896,     0.00000,     2.12896
   942,     0.00100,      0.00000,     0.01220,     1.81920,     2.12418,     0.00000,     2.12418
   943,     0.00800,      0.00000,     0.01550,     1.81300,     2.12011,     0.00000,     2.12011
   944,     0.00000,      0.00000,     0.01740,     1.81300,     2.11645,     0.00000,     2.11645
   945,     0.03200,      0.00000,     0.01140,     1.81550,     2.11240,     0.00000,     2.11240
   946,     0.02800,      0.00000,     0.01240,     1.82180,     2.10784,     0.00000,     2.10784
   947,     0.00800,      0.00000,     0.01530,     1.81420,     2.10269,     0.00000,     2.10269
   948,     0.00400,      0.00000,     0.01610,     1.81300,     2.09704,     0.00000,     2.09704
   949,     0.01200,      0.00000,     0.01450,     1.80960,     2.09093,     0.00000,     2.09093
   950,     0.01200,      0.00000,     0.01990,     1.80060,     2.08480,     0.00000,     2.08480
   951,     0.01600,      0.00000,     0.02720,     1.79500,     2.07863,     0.00000,     2.07863
   952,     0.00800,      0.00000,     0.02940,     1.78940,     2.07239,     0.00000,     2.07239
   953,     0.00800,      0.00000,     0.04020,     1.78600,     2.06606,     0.00000,     2.06606
   954,     0.00000,      0.00000,     0.03750,     1.79390,     2.05966,     0.00000,     2.05966
   955,     0.01200,      0.00000,     0.02140,     1.79840,     2.05313,     0.00000,     2.05313
   956,     0.00000,      0.00000,     0.02730,     1.79840,     2.04651,     0.00000,     2.04651
   957,     0.00800,      0.00000,     0.02100,     1.79720,     2.03981,     0.00000,     2.03981
   958,     0.00000,      0.00000,     0.02480,     1.79500,     2.03305,     0.00000,     2.03305
   959,     0.00000,      0.00000,     0.03240,     1.79500,     2.02619,     0.00000,     2.02619
   960,     0.00000,      0.00000,     0.03410,     1.79280,     2.01924,     0.00000,     2.01924
   961,     0.00000,      0.00000,     0.03830,     1.78940,     2.01220,     0.00000,     2.01220
   962,     0.20400,      0.00000,     0.02940,     1.78710,     2.00546,     0.00000,     2.00546
   963,     4.49000,      0.00000,     0.00800,     1.80890,     2.02680,     0.02708,     1.99972
   964,     1.81100,      0.00000,     0.00070,     1.85120,     2.13473,     0.13901,     1.99572
   965,     0.53100,      0.00000,     0.00000,     1.89640,     2.36718,     0.37301,     1.99417
   966,     0.00900,      0.00000,     0.00000,     1.96390,     2.72486,     0.72905,     1.99581
   967,     0.01700,      0.00000,     0.00000,     2.15010,     3.19598,     1.19499,     2.00099
   968,     0.01600,      0.00000,     0.00000,     2.47790,     3.74190,     1.73284,     2.00907
   969,     0.00700,      0.00000,     0.00000,     3.09910,     4.24459,     2.22528,     2.01931
   970,     0.00400,      0.00000,     0.00000,     3.31440,     4.59609,     2.56508,     2.03101
   971,     0.00100,      0.00000,     0.00000,     3.50190,     4.77008,     2.72664,     2.04344
   972,     0.33400,      0.00000,     0.00000,     4.10540,     4.78670,     2.73075,     2.05595
   973,     1.25100,      0.00000,     0.00050,     4.19900,     4.69580,     2.62740,     2.06841
   974,     0.83300,      0.00000,     0.00890,     4.04190,     4.59872,     2.51790,     2.08082
   975,     0.05300,      0.00000,     0.02360,     3.87470,     4.57875,     2.48556,     2.09319
   976,     0.16700,      0.00000,     0.03460,     3.74880,     4.66363,     2.55812,     2.10551
   977,     0.20400,      0.00000,     0.04790,     3.72850,     4.85096,     2.73317,     2.11779
   978,     0.10800,      0.00000,     0.05480,     3.78770,     5.09786,     2.96784,     2.13002
   979,     1.61200,      0.00000,     0.04160,     3.91850,     5.35288,     3.21067,     2.14221
   980,     1.97400,      0.00000,     0.03070,     4.20660,     5.66599,     3.51164,     2.15435
   981,     2.19100,      0.00000,     0.02560,     4.90620,     6.19209,     4.02564,     2.16645
   982,     3.02300,      0.00000,     0.01690,     5.69340,     7.17816,     4.99965,     2.17851
   983,     2.05000,      0.00000,     0.01110,     6.76290,     8.89365,     6.70313,     2.19052
   984,     0.62000,      0.00000,     0.01060,     8.45590,    11.41404,     9.21156,     2.20248
   985,     0.05500,      0.00000,     0.01100,    11.00010,    14.50326,    12.28886,     2.21441
   986,     0.25900,      0.00000,     0.01170,    14.85340,    17.78384,    15.55755,     2.22628
   987,     0.00000,      0.00000,     0.01240,    19.24510,    20.74730,    18.50918,     2.23812
   988,     0.00800,      0.00000,     0.02050,    23.55250,    22.73947,    20.48955,     2.24991
   989,     0.00000,      0.00000,     0.01850,    26.91380,    23.41421,    21.15255,     2.26166
   990,     0.00800,      0.00000,     0.01310,    28.08210,    22.91090,    20.63753,     2.27336
   991,     0.00000,      0.00000,     0.02460,    26.50480,    21.53415,    19.24913,     2.28503
   992,     0.00800,      0.00000,     0.00000,    22.46640,    19.59129,    17.29464,     2.29665
   993,     0.00000,      0.00000,     0.00000,    18.21390,    17.51505,    15.20682,     2.30822
   994,     0.00000,      0.00000,     0.00000,    14.94310,    15.62268,    13.30292,     2.31976
   995,     0.00000,      0.00000,     0.00000,    12.61840,    13.99294,    11.66169,     2.33125
   996,     0.00000,      0.00000,     0.00220,    10.96510,    12.59091,    10.24821,     2.34270
   997,     0.00000,      0.00000,     0.00000,     9.73480,    11.39572,     9.04161,     2.35411
   998,     0.00000,      0.00000,     0.00000,     8.84760,    10.37150,     8.00602,     2.36547
   999,     0.00000,      0.00000,     0.04450,     8.15790,     9.48687,     7.11007,     2.37680
  1000,     0.00000,      0.00000,     0.09850,     7.61580,     8.71734,     6.32926,     2.38808
